city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Clarksville,Clarksville,IN,Indiana,18019,Clark,38.322,-85.7673,22087,849.4,shape,False,True,America/Kentucky/Louisville,3,47129 47172,1840009665
Scottsburg,Scottsburg,IN,Indiana,18143,Scott,38.6853,-85.7831,7313,509.7,shape,False,True,America/Indiana/Indianapolis,3,47170,1840009788
Rockport,Rockport,IN,Indiana,18147,Spencer,37.8895,-87.0542,2183,508.4,shape,False,True,America/Chicago,3,47635,1840009848
Mecca,Mecca,IN,Indiana,18121,Parke,39.7271,-87.3315,644,633.0,shape,False,True,America/Indiana/Indianapolis,3,47860 47872,1840009523
Velpen,Velpen,IN,Indiana,18125,Pike,38.3553,-87.1019,0,124.8,point,False,False,America/Indiana/Petersburg,4,47590,1840055805
Wichita,Wichita,KS,Kansas,20173,Sedgwick,37.6895,-97.3443,509003,938.6,shape,False,True,America/Chicago,2,67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278,1840001686
Overland Park,Overland Park,KS,Kansas,20091,Johnson,38.887,-94.687,196676,1009.4,shape,False,True,America/Chicago,2,66214 66210 66211 66212 66213 66221 66223 66209 66202 66207 66204 66013 66251 66085 66224 66201 66225 66276 66282 66283,1840003834
Topeka,Topeka,KS,Kansas,20177,Shawnee,39.0346,-95.6955,148185,792.2,shape,False,True,America/Chicago,2,66621 66622 66609 66608 66607 66606 66605 66604 66603 66619 66611 66612 66614 66616 66601 66624 66625 66626 66629 66636 66647 66667 66675 66683 66699,1840001621
Manhattan,Manhattan,KS,Kansas,20161,Riley,39.1886,-96.6048,54287,1048.6,shape,False,True,America/Chicago,3,66506 66502 66503 66505,1840001589
Gardner,Gardner,KS,Kansas,20091,Johnson,38.8122,-94.9275,23488,742.4,shape,False,True,America/Chicago,3,66030,1840001636
Coffeyville,Coffeyville,KS,Kansas,20125,Montgomery,37.0519,-95.618,8842,360.5,shape,False,True,America/Chicago,3,67337,1840001707
Marysville,Marysville,KS,Kansas,20117,Marshall,39.8432,-96.6387,3414,288.9,shape,False,True,America/Chicago,3,66508,1840003768
Lyndon,Lyndon,KS,Kansas,20139,Osage,38.612,-95.6844,1276,552.2,shape,False,True,America/Chicago,3,66451,1840009776
Uniontown,Uniontown,KS,Kansas,20011,Bourbon,37.8471,-94.9755,356,270.6,shape,False,True,America/Chicago,3,66779,1840010845
Kickapoo Site 6,Kickapoo Site 6,KS,Kansas,20013,Brown,39.6917,-95.6905,0,8.0,shape,False,True,America/Chicago,5,66527,1840039307
Louisville,Louisville,KY,Kentucky,21111,Jefferson,38.1663,-85.6485,963812,923.1,shape,False,True,America/New_York,2,40245 40242 40241 40218 40219 40214 40216 40211 40213 40059 40291 40299 40220 40223 40222 40229 40228 40023 40272 40207 40209 40258 40118 40018 40027 40225 40261 40268 40269 40281,1840030815
Lexington,Lexington,KY,Kentucky,21067,Fayette,38.0423,-84.4587,321276,437.0,shape,False,True,America/New_York,2,40526 40509 40504 40502 40503 40508 40505 40507 40517 40536 40513 40511 40510 40516 40515 40514 40506 40512 40522 40523 40524 40533 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598,1840015211
Elizabethtown,Elizabethtown,KY,Kentucky,21093,Hardin,37.7031,-85.8773,77770,439.5,shape,False,True,America/New_York,3,42701 42702,1840013218
Richmond,Richmond,KY,Kentucky,21151,Madison,37.7307,-84.2925,34883,639.3,shape,False,True,America/New_York,3,40475 40476,1840014341
Paducah,Paducah,KY,Kentucky,21145,McCracken,37.0711,-88.644,26869,510.5,shape,False,True,America/Chicago,3,42003 42001 42002,1840014388
Shepherdsville,Shepherdsville,KY,Kentucky,21029,Bullitt,37.9813,-85.7007,14136,345.1,shape,False,True,America/New_York,3,40165 40166,1840015214
Taylor Mill,Taylor Mill,KY,Kentucky,21117,Kenton,39.0092,-84.4988,6851,432.7,shape,False,True,America/New_York,3,41015,1840015175
Cave City,Cave City,KY,Kentucky,21009,Barren,37.14,-85.9646,2707,237.0,shape,False,True,America/Chicago,3,42127,1840014394
Blue Ridge Manor,Blue Ridge Manor,KY,Kentucky,21111,Jefferson,38.2434,-85.5647,854,2467.7,shape,False,True,America/New_York,2,40223,1840013209
South Park View,South Park View,KY,Kentucky,21111,Jefferson,38.1184,-85.7201,0,25.4,shape,False,True,America/New_York,3,40219,1840030584
New Orleans,New Orleans,LA,Louisiana,22071,Orleans,30.0687,-89.9288,932759,866.5,shape,False,True,America/Chicago,2,70139 70130 70131 70148 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195,1840001839
Shreveport,Shreveport,LA,Louisiana,22017,Caddo,32.4653,-93.7955,283536,664.7,shape,False,True,America/Chicago,2,71129 71101 71103 71104 71105 71106 71107 71108 71109 71119 71118 71102 71120 71130 71133 71134 71135 71136 71138 71148 71149 71151 71152 71153 71154 71156 71161 71162 71163 71164 71165 71166,1840015768
Metairie,Metairie,LA,Louisiana,22051,Jefferson,29.9977,-90.178,140046,2334.8,shape,False,False,America/Chicago,2,70002 70003 70001 70006 70005 70004 70009 70010 70011 70033 70055,1840013994
Prairieville,Prairieville,LA,Louisiana,22005,Ascension,30.3151,-90.9571,34215,600.5,shape,False,False,America/Chicago,3,70769,1840026029
Youngsville,Youngsville,LA,Louisiana,22055,Lafayette,30.0963,-91.9968,15990,492.0,shape,False,True,America/Chicago,3,70592,1840015931
Bastrop,Bastrop,LA,Louisiana,22067,Morehouse,32.7748,-91.9078,9623,434.1,shape,False,True,America/Chicago,3,71220 71221,1840013793
Eastwood,Eastwood,LA,Louisiana,22015,Bossier,32.5607,-93.5625,4229,257.2,shape,False,False,America/Chicago,3,71037 71067,1840013100
Boyce,Boyce,LA,Louisiana,22079,Rapides,31.3907,-92.67,1324,1112.2,shape,False,True,America/Chicago,3,71409,1840015869
Sugartown,Sugartown,LA,Louisiana,22011,Beauregard,30.8401,-93.0124,0,17.8,shape,False,False,America/Chicago,3,70634 70662,1840026000
Boston,Boston,MA,Massachusetts,25025,Suffolk,42.3188,-71.0852,4328315,5319.0,shape,False,True,America/New_York,1,02120 02121 02122 02124 02125 02126 02127 02128 02129 02210 02215 02467 02119 02118 02111 02110 02113 02115 02114 02116 02199 02134 02136 02135 02133 02132 02131 02130 02203 02205 02163 02108 02109 02112 02117 02123 02137 02196 02201 02206 02211 02212 02217 02222 02241 02283 02284 02293 02297 02298,1840000455
Worcester,Worcester,MA,Massachusetts,25027,Worcester,42.2705,-71.8079,486486,2110.2,shape,False,True,America/New_York,2,01608 01610 01609 01602 01603 01604 01605 01606 01607 01601 01613 01614 01615 01653 01655,1840000434
Cambridge,Cambridge,MA,Massachusetts,25017,Middlesex,42.3759,-71.1185,117962,7119.9,shape,False,True,America/New_York,2,02142 02140 02141 02139 02138 02238 02477,1840000429
Brockton,Brockton,MA,Massachusetts,25023,Plymouth,42.0821,-71.0242,104713,1895.2,shape,False,True,America/New_York,2,02301 02302 02303 02304 02305,1840000467
Somerville,Somerville,MA,Massachusetts,25017,Middlesex,42.3908,-71.1014,80464,7534.5,shape,False,True,America/New_York,2,02144 02145 02143,1840003123
Everett,Everett,MA,Massachusetts,25017,Middlesex,42.4064,-71.0545,48685,5502.5,shape,False,True,America/New_York,2,02149,1840000425
South Yarmouth,South Yarmouth,MA,Massachusetts,25001,Barnstable,41.6692,-70.2005,11805,655.3,shape,False,False,America/New_York,3,02673 02664,1840004766
South Dennis,South Dennis,MA,Massachusetts,25001,Barnstable,41.7051,-70.1537,3101,263.1,shape,False,False,America/New_York,3,02660,1840004765
Popponesset Island,Popponesset Island,MA,Massachusetts,25001,Barnstable,41.5855,-70.4591,70,172.7,shape,False,False,America/New_York,3,02649,1840031249
Baltimore,Baltimore,MD,Maryland,24510,Baltimore,39.3051,-76.6144,2196524,2788.2,shape,False,True,America/New_York,1,21218 21211 21210 21213 21212 21215 21214 21217 21216 21233 21231 21230 21239 21251 21209 21202 21206 21207 21205 21287 21223 21226 21201 21224 21225 21229 21203 21263 21264 21270 21273 21275 21278 21279 21281 21290 21297 21298,1840001592
Hagerstown,Hagerstown,MD,Maryland,24043,Washington,39.6401,-77.7217,195261,1334.0,shape,False,True,America/New_York,2,21742 21740 21741 21747 21749,1840005613
Waldorf,Waldorf,MD,Maryland,24017,Charles,38.6085,-76.9194,122310,863.7,shape,False,False,America/New_York,2,20601 20603 20602 20675 20695 20604,1840006175
Silver Spring,Silver Spring,MD,Maryland,24031,Montgomery,39.0028,-77.0207,81808,4006.9,shape,False,False,America/New_York,2,20910 20912 20903 20901 20907 20911 20997,1840005845
Towson,Towson,MD,Maryland,24005,Baltimore,39.3944,-76.619,57617,1571.8,shape,False,False,America/New_York,3,21210 21212 21239 21286 21252 21209 21204 21285 21139 21284,1840005695
Olney,Olney,MD,Maryland,24031,Montgomery,39.1465,-77.0715,35522,847.6,shape,False,False,America/New_York,3,20860 20832 20833 20853 20906 20830,1840005836
Langley Park,Langley Park,MD,Maryland,24033,Prince George's,38.9897,-76.9808,21778,8457.6,shape,False,False,America/New_York,2,20783 20903,1840005959
Burtonsville,Burtonsville,MD,Maryland,24031,Montgomery,39.1166,-76.9356,10316,508.2,shape,False,False,America/New_York,3,20868 20866 20707,1840005827
Owings,Owings,MD,Maryland,24009,Calvert,38.7117,-76.6055,2376,232.9,shape,False,False,America/New_York,3,20736,1840006145
Fairview,Fairview,MD,Maryland,24043,Washington,39.711,-77.8406,0,77.4,shape,False,False,America/New_York,3,21722 21740,1840031338
Portland,Portland,ME,Maine,23005,Cumberland,43.6773,-70.2715,209491,1223.9,shape,False,True,America/New_York,2,04101 04102 04103 04108 04109 04019 04104 04112 04116 04122 04123 04124,1840000327
Lewiston,Lewiston,ME,Maine,23001,Androscoggin,44.0915,-70.1681,37577,424.9,shape,False,True,America/New_York,3,04240 04241 04243,1840000320
South Portland,South Portland,ME,Maine,23005,Cumberland,43.631,-70.2895,26656,854.6,shape,False,True,America/New_York,3,04106,1840000328
Biddeford,Biddeford,ME,Maine,23031,York,43.4673,-70.4511,22438,288.0,shape,False,True,America/New_York,3,04005 04006 04007,1840000342
Augusta,Augusta,ME,Maine,23011,Kennebec,44.3341,-69.7319,18938,132.6,shape,False,True,America/New_York,3,04330 04332 04333 04336 04338,1840000302
Old Town,Old Town,ME,Maine,23019,Penobscot,44.9491,-68.7249,7458,74.2,shape,False,True,America/New_York,3,04468 04489,1840000240
South Berwick,South Berwick,ME,Maine,23031,York,43.2321,-70.7963,3453,485.9,shape,False,False,America/New_York,3,03908,1840152995
Kittery Point,Kittery Point,ME,Maine,23031,York,43.0883,-70.6988,1017,205.8,shape,False,False,America/New_York,3,03905,1840002669
Littlejohn Island,Littlejohn Island,ME,Maine,23005,Cumberland,43.7599,-70.1284,58,94.3,shape,False,False,America/New_York,3,04096,1840024005
Detroit,Detroit,MI,Michigan,26163,Wayne,42.3834,-83.1024,3725908,1772.2,shape,False,True,America/Detroit,1,48209 48208 48202 48201 48207 48206 48205 48204 48227 48238 48239 48234 48235 48233 48203 48243 48228 48226 48214 48215 48216 48217 48210 48211 48212 48213 48219 48224 48221 48223 48231 48232 48244 48255 48260 48264 48266 48267 48268 48269 48272 48275 48277 48278 48279 48288,1840003971
Grand Rapids,Grand Rapids,MI,Michigan,26081,Kent,42.9619,-85.6562,609023,1708.2,shape,False,True,America/Detroit,2,49546 49506 49505 49503 49507 49504 49508 49501 49502 49514 49515 49523 49555 49588 49599,1840002928
Ann Arbor,Ann Arbor,MI,Michigan,26161,Washtenaw,42.2759,-83.731,308983,1671.9,shape,False,True,America/Detroit,2,48103 48104 48105 48108 48109 48113,1840003172
Warren,Warren,MI,Michigan,26099,Macomb,42.4934,-83.027,138588,1556.5,shape,False,True,America/Detroit,2,48092 48093 48091 48089 48088 48397,1840002418
Jackson,Jackson,MI,Michigan,26075,Jackson,42.2431,-84.4038,82775,1119.2,shape,False,True,America/Detroit,3,49201 49202 49203,1840003173
Burton,Burton,MI,Michigan,26049,Genesee,42.9974,-83.6175,29568,488.8,shape,False,True,America/Detroit,3,48529 48509 48519,1840002945
Ionia,Ionia,MI,Michigan,26067,Ionia,42.9773,-85.0727,13081,933.3,shape,False,True,America/Detroit,3,48846,1840003075
Dundee,Dundee,MI,Michigan,26115,Monroe,41.9642,-83.6636,5408,398.3,shape,False,True,America/Detroit,3,48131,1840013156
Shorewood-Tower Hills-Harbert,Shorewood-Tower Hills-Harbert,MI,Michigan,26021,Berrien,41.8817,-86.6142,1501,128.0,shape,False,True,America/Detroit,4,49115 49125,1840073780
Pilgrim,Pilgrim,MI,Michigan,26019,Benzie,44.6645,-86.2498,0,16.9,shape,False,False,America/Detroit,3,49635,1840023947
Minneapolis,Minneapolis,MN,Minnesota,27053,Hennepin,44.9635,-93.2678,2892569,3052.2,shape,False,True,America/Chicago,1,55404 55409 55408 55407 55406 55405 55403 55402 55401 55454 55455 55430 55418 55419 55410 55411 55412 55413 55414 55415 55416 55417 55440 55458 55459 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488,1840007830
St. Paul,St. Paul,MN,Minnesota,27123,Ramsey,44.9478,-93.1039,308806,2294.1,shape,False,True,America/Chicago,2,55114 55117 55116 55119 55130 55101 55155 55102 55103 55106 55107 55104 55105 55108 55131 55133 55144 55145 55146 55164 55170,1840008940
Duluth,Duluth,MN,Minnesota,27137,St. Louis,46.7756,-92.1393,118574,467.5,shape,False,True,America/Chicago,2,55803 55802 55807 55806 55805 55804 55808 55810 55811 55812 55815 55816,1840007685
Woodbury,Woodbury,MN,Minnesota,27163,Washington,44.9057,-92.923,75549,835.9,shape,False,True,America/Chicago,3,55129 55125,1840009998
St. Louis Park,St. Louis Park,MN,Minnesota,27053,Hennepin,44.9488,-93.3649,49500,1798.3,shape,False,True,America/Chicago,3,55426 55416,1840008935
Chanhassen,Chanhassen,MN,Minnesota,27019,Carver,44.8546,-93.5621,25868,490.5,shape,False,True,America/Chicago,3,55331 55317 55318,1840006759
Big Lake,Big Lake,MN,Minnesota,27141,Sherburne,45.3417,-93.7434,11857,654.5,shape,False,True,America/Chicago,3,55309,1840006701
Breckenridge,Breckenridge,MN,Minnesota,27167,Wilkin,46.2662,-96.585,3390,517.6,shape,False,True,America/Chicago,3,56520,1840004003
Rushford Village,Rushford Village,MN,Minnesota,27045,Fillmore,43.8033,-91.7915,714,8.2,shape,False,True,America/Chicago,3,55962 55971,1840009015
Angle Inlet,Angle Inlet,MN,Minnesota,27077,Lake of the Woods,49.3465,-95.0732,0,13.9,shape,False,False,America/Chicago,3,56711,1840027030
St. Louis,St. Louis,MO,Missouri,29510,St. Louis,38.6359,-90.2451,2130881,1864.3,shape,False,True,America/Chicago,1,63110 63111 63112 63113 63115 63116 63118 63120 63107 63106 63104 63103 63102 63101 63109 63108 63155 63139 63137 63143 63147 63150 63156 63157 63158 63160 63163 63164 63166 63169 63177 63178 63179 63180 63188 63197,1840001651
Kansas City,Kansas City,MO,Missouri,29095,Jackson,39.1238,-94.5541,1689556,620.7,shape,False,True,America/Chicago,1,64161 64163 64164 64165 64167 64053 64118 64116 64151 64153 64155 64154 64157 64156 64158 64108 64109 64106 64102 64128 64129 64124 64125 64126 64127 64120 64123 64166 64119 64114 64117 64111 64110 64113 64112 64133 64146 64145 64149 64147 64105 64101 64139 64138 64132 64131 64130 64137 64136 64134 64121 64141 64148 64162 64170 64171 64179 64180 64184 64187 64188 64191 64195 64196 64197 64198 64199 64999,1840008535
Columbia,Columbia,MO,Missouri,29019,Boone,38.9472,-92.3268,142637,725.2,shape,False,True,America/Chicago,2,65202 65203 65201 65215 65216 65211 65217 65218 65299,1840007391
St. Charles,St. Charles,MO,Missouri,29183,St. Charles,38.7954,-90.5157,70687,1084.4,shape,False,True,America/Chicago,3,63301 63303 63302,1840009719
Liberty,Liberty,MO,Missouri,29047,Clay,39.2394,-94.4191,30299,402.9,shape,False,True,America/Chicago,3,64068 64069,1840008502
Kirksville,Kirksville,MO,Missouri,29001,Adair,40.1986,-92.5752,17533,470.6,shape,False,True,America/Chicago,3,63501,1840008372
Maplewood,Maplewood,MO,Missouri,29189,St. Louis,38.6121,-90.324,8205,2024.3,shape,False,True,America/Chicago,2,63143,1840009740
Kimberling City,Kimberling City,MO,Missouri,29209,Stone,36.6441,-93.4239,2625,289.2,shape,False,True,America/Chicago,3,65686,1840008795
Glenaire,Glenaire,MO,Missouri,29047,Clay,39.2197,-94.4515,547,1017.0,shape,False,True,America/Chicago,3,64068,1840008497
Plevna,Plevna,MO,Missouri,29103,Knox,39.9765,-92.0852,0,2.7,shape,False,False,America/Chicago,3,63469 63460,1840025557
Jackson,Jackson,MS,Mississippi,28049,Hinds,32.3157,-90.2125,335171,529.9,shape,False,True,America/Chicago,2,39272 39206 39204 39203 39202 39201 39209 39269 39174 39210 39211 39212 39213 39216 39217 39060 39205 39207 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298,1840014895
Hattiesburg,Hattiesburg,MS,Mississippi,28035,Forrest,31.3074,-89.317,76501,350.2,shape,False,True,America/Chicago,3,39401 39402 39406 39403 39407,1840013878
Tupelo,Tupelo,MS,Mississippi,28081,Lee,34.2692,-88.7318,37939,227.5,shape,False,True,America/Chicago,3,38804 38801 38826 38802 38803,1840015561
Oxford,Oxford,MS,Mississippi,28071,Lafayette,34.3627,-89.5336,25713,373.0,shape,False,True,America/Chicago,3,38677 38655 38675,1840014688
Natchez,Natchez,MS,Mississippi,28001,Adams,31.5437,-91.3867,14380,351.1,shape,False,True,America/Chicago,3,39120 39122,1840014951
Gulf Park Estates,Gulf Park Estates,MS,Mississippi,28059,Jackson,30.3802,-88.7581,6965,1013.0,shape,False,False,America/Chicago,3,39564,1840032475
Flora,Flora,MS,Mississippi,28089,Madison,32.5433,-90.3141,2380,278.8,shape,False,True,America/Chicago,3,39071,1840016958
Crenshaw,Crenshaw,MS,Mississippi,28107,Panola,34.5047,-90.1946,864,811.7,shape,False,True,America/Chicago,3,38621,1840016645
Nitta Yuma,Nitta Yuma,MS,Mississippi,28125,Sharkey,33.0236,-90.8487,0,1.4,shape,False,False,America/Chicago,3,39159 38721,1840032381
Billings,Billings,MT,Montana,30111,Yellowstone,45.7891,-108.5526,131519,998.3,shape,False,True,America/Denver,2,59106 59105 59102 59101 59104 59107 59108 59115 59116 59117,1840018496
Great Falls,Great Falls,MT,Montana,30013,Cascade,47.5022,-111.2996,67300,1008.5,shape,False,True,America/Denver,3,59404 59401 59405 59406,1840019839
Kalispell,Kalispell,MT,Montana,30029,Flathead,48.2153,-114.3274,25473,783.3,shape,False,True,America/Denver,3,59901 59904,1840018350
Helena Valley West Central,Helena Valley West Central,MT,Montana,30049,Lewis and Clark,46.6634,-112.0604,8206,120.0,shape,False,True,America/Denver,4,59602,1840074081
Helena Valley Northeast,Helena Valley Northeast,MT,Montana,30049,Lewis and Clark,46.6974,-111.9428,4245,30.8,shape,False,True,America/Denver,4,59602,1840074061
Pablo,Pablo,MT,Montana,30047,Lake,47.6035,-114.1059,1799,143.3,shape,False,False,America/Denver,3,59864 59860 59855,1840018394
Clinton,Clinton,MT,Montana,30063,Missoula,46.7718,-113.7169,745,87.9,shape,False,False,America/Denver,3,59825,1840017347
Fort Peck,Fort Peck,MT,Montana,30105,Valley,48.007,-106.4552,200,86.4,shape,False,True,America/Denver,3,59223 59248,1840021046
Glendale Colony,Glendale Colony,MT,Montana,30035,Glacier,48.8432,-112.5438,0,4.0,shape,False,False,America/Denver,3,59427,1840152314
Charlotte,Charlotte,NC,North Carolina,37119,Mecklenburg,35.2083,-80.8303,1427444,1089.8,shape,False,True,America/New_York,1,28269 28262 28105 28280 28282 28209 28208 28205 28204 28207 28206 28203 28202 28223 28227 28226 28278 28270 28273 28274 28277 28134 28216 28217 28214 28215 28212 28213 28210 28211 28244 28126 28130 28201 28218 28219 28220 28221 28222 28224 28228 28229 28230 28231 28232 28233 28234 28235 28237 28241 28242 28243 28246 28247 28253 28254 28255 28256 28258 28260 28263 28265 28266 28271 28272 28275 28281 28284 28285 28287 28288 28289 28290 28296 28297 28299,1840014557
Raleigh,Raleigh,NC,North Carolina,37183,Wake,35.8324,-78.6429,1163152,1210.0,shape,False,True,America/New_York,1,27617 27616 27615 27614 27613 27612 27610 27609 27601 27603 27604 27605 27606 27608 27607 27697 27695 27602 27619 27620 27622 27624 27626 27627 27628 27634 27636 27640 27650 27656 27658 27661 27668 27675 27676 27690 27698,1840014497
Durham,Durham,NC,North Carolina,37063,Durham,35.9792,-78.9022,399616,950.8,shape,False,True,America/New_York,2,27703 27705 27704 27707 27701 27708 27712 27713 27706 27710 27715 27717 27722,1840013364
Wilmington,Wilmington,NC,North Carolina,37129,New Hanover,34.2099,-77.8866,268625,878.3,shape,False,True,America/New_York,2,28409 28401 28403 28405 28412 28402 28406 28408,1840015576
Chapel Hill,Chapel Hill,NC,North Carolina,37135,Orange,35.9271,-79.0391,58919,1053.4,shape,False,True,America/New_York,3,27599 27516 27514 27517 27515,1840016152
Asheboro,Asheboro,NC,North Carolina,37151,Randolph,35.7158,-79.8127,27117,553.9,shape,False,True,America/New_York,3,27205 27203,1840013400
Smithfield,Smithfield,NC,North Carolina,37101,Johnston,35.5133,-78.3495,11527,359.7,shape,False,True,America/New_York,3,27577,1840017795
Erwin,Erwin,NC,North Carolina,37085,Harnett,35.3226,-78.6733,4606,421.8,shape,False,True,America/New_York,3,28339 28334,1840016328
Chadbourn,Chadbourn,NC,North Carolina,37047,Columbus,34.3251,-78.825,1548,229.8,shape,False,True,America/New_York,3,28431,1840016663
Whittier,Whittier,NC,North Carolina,37099,Jackson,35.4337,-83.3564,0,110.6,shape,False,False,America/New_York,3,28789,1840032916
Fargo,Fargo,ND,North Dakota,38017,Cass,46.8651,-96.8292,228364,968.3,shape,False,True,America/Chicago,2,58102 58104 58103 58105 58106 58107 58108 58109 58121 58122 58124 58125 58126,1840000177
Grand Forks,Grand Forks,ND,North Dakota,38035,Grand Forks,47.9214,-97.0884,70475,813.0,shape,False,True,America/Chicago,3,58202 58203 58201 58206 58208,1840000101
Dickinson,Dickinson,ND,North Dakota,38089,Stark,46.8918,-102.7925,25116,734.6,shape,False,True,America/Denver,3,58601 58602,1840000192
Lincoln,Lincoln,ND,North Dakota,38015,Burleigh,46.7688,-100.6978,4209,1047.8,shape,False,True,America/Chicago,3,58504,1840000158
Bottineau,Bottineau,ND,North Dakota,38009,Bottineau,48.8248,-100.4426,2104,617.4,shape,False,True,America/Chicago,3,58318,1840000003
Kenmare,Kenmare,ND,North Dakota,38101,Ward,48.6729,-102.0721,1016,292.6,shape,False,True,America/Chicago,3,58746,1840000051
Glenburn,Glenburn,ND,North Dakota,38075,Renville,48.5136,-101.2211,490,422.7,shape,False,True,America/Chicago,3,58740,1840000042
Carpio,Carpio,ND,North Dakota,38101,Ward,48.4434,-101.7163,146,89.1,shape,False,True,America/Chicago,3,58725,1840000047
Orrin,Orrin,ND,North Dakota,38069,Pierce,48.091,-100.1671,0,0.4,shape,False,False,America/Chicago,3,58368,1840023766
Omaha,Omaha,NE,Nebraska,31055,Douglas,41.2627,-96.0529,821345,1323.9,shape,False,True,America/Chicago,2,68112 68114 68117 68116 68118 68182 68183 68105 68108 68178 68110 68122 68127 68124 68111 68022 68137 68135 68132 68144 68134 68131 68130 68102 68106 68107 68104 68164 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68197 68198,1840009315
Lincoln,Lincoln,NE,Nebraska,31109,Lancaster,40.8099,-96.6784,290531,1132.1,shape,False,True,America/Chicago,2,68528 68524 68526 68520 68521 68522 68514 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68588 68509 68529 68542 68544 68583,1840009357
Grand Island,Grand Island,NE,Nebraska,31079,Hall,40.9218,-98.3586,52822,677.9,shape,False,True,America/Chicago,3,68803 68801,1840000956
Hastings,Hastings,NE,Nebraska,31001,Adams,40.5961,-98.39,25098,651.7,shape,False,True,America/Chicago,3,68901 68902,1840001130
Chalco,Chalco,NE,Nebraska,31153,Sarpy,41.1817,-96.1353,10457,1433.2,shape,False,False,America/Chicago,3,68138,1840005176
Chadron,Chadron,NE,Nebraska,31045,Dawes,42.826,-103.0025,5255,520.0,shape,False,True,America/Denver,3,69337,1840006893
Gibbon,Gibbon,NE,Nebraska,31019,Buffalo,40.7461,-98.8458,1785,793.5,shape,False,True,America/Chicago,3,68840,1840008286
Bloomfield,Bloomfield,NE,Nebraska,31107,Knox,42.5984,-97.6481,847,400.7,shape,False,True,America/Chicago,3,68718,1840000415
St. Libory,St. Libory,NE,Nebraska,31093,Howard,41.0822,-98.359,295,145.4,shape,False,False,America/Chicago,3,68872,1840024168
Raeville,Raeville,NE,Nebraska,31011,Boone,41.8955,-98.0535,0,33.2,shape,False,False,America/Chicago,3,68652,1840025514
Nashua,Nashua,NH,New Hampshire,33011,Hillsborough,42.7491,-71.491,245209,1138.8,shape,False,True,America/New_York,2,03062 03063 03060 03064 03061,1840002984
Manchester,Manchester,NH,New Hampshire,33011,Hillsborough,42.9848,-71.4447,169097,1343.1,shape,False,True,America/New_York,2,03109 03104 03101 03103 03102 03105 03108 03111,1840002983
Portsmouth,Portsmouth,NH,New Hampshire,33015,Rockingham,43.058,-70.7826,96146,545.8,shape,False,True,America/New_York,3,03801 03802 03803 03804,1840002932
Concord,Concord,NH,New Hampshire,33013,Merrimack,43.2305,-71.5595,44049,265.9,shape,False,True,America/New_York,2,03303 03301 03302 03305,1840002747
Keene,Keene,NH,New Hampshire,33005,Cheshire,42.9494,-72.2998,22907,238.4,shape,False,True,America/New_York,3,03431 03435,1840003050
Somersworth,Somersworth,NH,New Hampshire,33017,Strafford,43.2534,-70.8856,11994,472.5,shape,False,True,America/New_York,3,03878,1840002810
East Merrimack,East Merrimack,NH,New Hampshire,33011,Hillsborough,42.8692,-71.4819,4643,531.1,shape,False,False,America/New_York,3,03054,1840033211
Groveton,Groveton,NH,New Hampshire,33007,Coos,44.6048,-71.5201,839,157.3,shape,False,False,America/New_York,3,03582,1840002102
Blodgett Landing,Blodgett Landing,NH,New Hampshire,33013,Merrimack,43.3757,-72.0392,103,30.4,shape,False,False,America/New_York,3,03255,1840026152
Trenton,Trenton,NJ,New Jersey,34021,Mercer,40.2237,-74.7641,362179,4571.3,shape,False,True,America/New_York,2,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695,1840001383
Newark,Newark,NJ,New Jersey,34013,Essex,40.7245,-74.1725,307355,4915.2,shape,False,True,America/New_York,2,07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199,1840002791
Paterson,Paterson,NJ,New Jersey,34031,Passaic,40.9147,-74.1624,157864,7244.8,shape,False,True,America/New_York,2,07522 07524 07514 07513 07505 07501 07504 07503 07502 07507 07509 07510 07533 07543 07544,1840000838
Camden,Camden,NJ,New Jersey,34007,Camden,39.9361,-75.1073,71799,3108.3,shape,False,True,America/New_York,2,08104 08105 08102 08103 08101,1840001507
West New York,West New York,NJ,New Jersey,34017,Hudson,40.7857,-74.0094,52438,20363.1,shape,False,True,America/New_York,2,07093,1840001035
Lodi,Lodi,NJ,New Jersey,34003,Bergen,40.8784,-74.0814,25969,4412.7,shape,False,True,America/New_York,2,07644,1840003535
